name,slug,category,url
Superdry,superdry,streetwear,https://www.doublesave.com/au/discount-codes/superdry/
Supré,supre,fashion,https://www.doublesave.com/au/discount-codes/supre/
Surfshark,surfshark,vpn_software,https://www.doublesave.com/au/discount-codes/surfshark/
SurfStitch,surfstitch,surf_marketplace,https://www.doublesave.com/au/discount-codes/surfstitch/
Sussan,sussan,womens_fashion,https://www.doublesave.com/au/discount-codes/sussan/
Suzanne Grae,suzanne-grae,fashion,https://www.doublesave.com/au/discount-codes/suzanne-grae/
Swarovski,swarovski,jewellery,https://www.doublesave.com/au/discount-codes/swarovski/
Sydney Tools,sydney-tools,tools_trade,https://www.doublesave.com/au/discount-codes/sydney-tools/
Sydney Tower Eye,sydney-tower-eye,attractions,https://www.doublesave.com/au/discount-codes/sydney-tower-eye/
T2 Tea,t2-tea,tea_retail,https://www.doublesave.com/au/discount-codes/t2-tea/
Target,target,discount_department,https://www.doublesave.com/au/discount-codes/target/
Tarocash,tarocash,menswear,https://www.doublesave.com/au/discount-codes/tarocash/
Taronga Zoo,taronga-zoo,zoos_attractions,https://www.doublesave.com/au/discount-codes/taronga-zoo/
Telstra,telstra,telco,https://www.doublesave.com/au/discount-codes/telstra/
Temple & Webster,temple-and-webster,furniture_homewares,https://www.doublesave.com/au/discount-codes/temple-and-webster/
Temu,temu,budget_marketplace,https://www.doublesave.com/au/discount-codes/temu/
Tentworld,tentworld,camping_outdoor,https://www.doublesave.com/au/discount-codes/tentworld/
TerryWhite Chemmart,terrywhite-chemmart,pharmacy,https://www.doublesave.com/au/discount-codes/terrywhite-chemmart/
The Athlete's Foot,athletes-foot,footwear,https://www.doublesave.com/au/discount-codes/athletes-foot/
The Body Shop,the-body-shop,beauty,https://www.doublesave.com/au/discount-codes/the-body-shop/
The Coffee Club,the-coffee-club,food_drink,https://www.doublesave.com/au/discount-codes/the-coffee-club/
The Good Guys,the-good-guys,electronics_appliances,https://www.doublesave.com/au/discount-codes/the-good-guys/
The Hamper Emporium,the-hamper-emporium,flowers_gifting,https://www.doublesave.com/au/discount-codes/the-hamper-emporium/
The Iconic,the-iconic,fashion_womenswear,https://www.doublesave.com/au/discount-codes/the-iconic/
The North Face,the-north-face,outdoor_gear,https://www.doublesave.com/au/discount-codes/the-north-face/
The Oodie,the-oodie,loungewear,https://www.doublesave.com/au/discount-codes/the-oodie/
The Reject Shop,the-reject-shop,discount_variety,https://www.doublesave.com/au/discount-codes/the-reject-shop/
Thrifty,thrifty,car_hire,https://www.doublesave.com/au/discount-codes/thrifty/
Ticketek,ticketek,event_ticketing,https://www.doublesave.com/au/discount-codes/ticketek/
Ticketmaster,ticketmaster,event_ticketing,https://www.doublesave.com/au/discount-codes/ticketmaster/
TK Maxx,tk-maxx,off_price_retail,https://www.doublesave.com/au/discount-codes/tk-maxx/
Tommy Hilfiger,tommy-hilfiger,premium_fashion,https://www.doublesave.com/au/discount-codes/tommy-hilfiger/
Total Tools,total-tools,tools_trade,https://www.doublesave.com/au/discount-codes/total-tools/
Trenery,trenery,fashion,https://www.doublesave.com/au/discount-codes/trenery/
Typo,typo,stationery_lifestyle,https://www.doublesave.com/au/discount-codes/typo/
Uber,uber,rideshare,https://www.doublesave.com/au/discount-codes/uber/
Uber Eats,uber-eats,food_delivery_takeaway,https://www.doublesave.com/au/discount-codes/uber-eats/
UGG,ugg,sheepskin_footwear,https://www.doublesave.com/au/discount-codes/ugg/
Ultra Tune,ultra-tune,automotive,https://www.doublesave.com/au/discount-codes/ultra-tune/
Under Armour,under-armour,sportswear,https://www.doublesave.com/au/discount-codes/under-armour/
Uniqlo,uniqlo,fast_fashion,https://www.doublesave.com/au/discount-codes/uniqlo/
Universal Store,universal-store,youth_fashion,https://www.doublesave.com/au/discount-codes/universal-store/
Vans,vans,skate_footwear,https://www.doublesave.com/au/discount-codes/vans/
Veronika Maine,veronika-maine,womens_fashion,https://www.doublesave.com/au/discount-codes/veronika-maine/
Victoria's Basement,victorias-basement,homewares,https://www.doublesave.com/au/discount-codes/victorias-basement/
Vinomofo,vinomofo,wine,https://www.doublesave.com/au/discount-codes/vinomofo/
Vintage Cellars,vintage-cellars,liquor,https://www.doublesave.com/au/discount-codes/vintage-cellars/
Virgin Australia,virgin-australia,airlines,https://www.doublesave.com/au/discount-codes/virgin-australia/
Vistaprint,vistaprint,print_services,https://www.doublesave.com/au/discount-codes/vistaprint/
Weber,weber,bbq_outdoor,https://www.doublesave.com/au/discount-codes/weber/
Webjet,webjet,travel_ota,https://www.doublesave.com/au/discount-codes/webjet/
Wet'n'Wild,wet-n-wild,attractions,https://www.doublesave.com/au/discount-codes/wet-n-wild/
White Fox,white-fox,youth_fashion_online,https://www.doublesave.com/au/discount-codes/white-fox/
WILD LIFE Sydney Zoo,wild-life-sydney-zoo,attractions,https://www.doublesave.com/au/discount-codes/wild-life-sydney-zoo/
Wilson Parking,wilson-parking,parking,https://www.doublesave.com/au/discount-codes/wilson-parking/
Wine Selectors,wine-selectors,wine,https://www.doublesave.com/au/discount-codes/wine-selectors/
Witchery,witchery,womens_fashion,https://www.doublesave.com/au/discount-codes/witchery/
Wittner,wittner,womens_footwear,https://www.doublesave.com/au/discount-codes/wittner/
Woolworths,woolworths,grocery,https://www.doublesave.com/au/discount-codes/woolworths/
yd.,yd,fashion,https://www.doublesave.com/au/discount-codes/yd/
Youfoodz,youfoodz,prepared_meals,https://www.doublesave.com/au/discount-codes/youfoodz/
Zambrero,zambrero,mexican_fast_food,https://www.doublesave.com/au/discount-codes/zambrero/
Zara,zara,fast_fashion,https://www.doublesave.com/au/discount-codes/zara/
